recording_id,source_zip,path,label,subtype,person,recording_number,usable,trim_method,search_start_s,trim_start_s,trim_end_s,trimmed_duration_s,peak_time_s,peak_acc_mag,original_start_s,original_end_s,original_duration_s,original_acc_rows,trimmed_acc_rows,notes
Fall_Right_Polina4,Fall_Right_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\fall_right\polina\Fall_Right_Polina4.zip,fall,right,polina,4,yes,peak_centered_fall,5.0,2.3352,10.3352,8.0,5.3352,19.886935,0.0682,16.9129,16.8447,842,399,Automatically preprocessed from Sensor Logger export.
Fall_Right_Polina5,Fall_Right_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\fall_right\polina\Fall_Right_Polina5.zip,fall,right,polina,5,yes,peak_centered_fall,5.0,10.367,14.869,4.502,13.367,13.280239,0.0657,14.869,14.8032,740,225,Automatically preprocessed from Sensor Logger export.
Fall_Right_Polina6,Fall_Right_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\fall_right\polina\Fall_Right_Polina6.zip,fall,right,polina,6,yes,peak_centered_fall,5.0,5.1574,13.1574,8.0,8.1574,44.249195,0.0667,20.1331,20.0664,1003,399,Automatically preprocessed from Sensor Logger export.
Fall_Right_Polina7,Fall_Right_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\fall_right\polina\Fall_Right_Polina7.zip,fall,right,polina,7,yes,peak_centered_fall,5.0,4.3575,12.3575,8.0,7.3575,32.307146,0.0679,17.2467,17.1788,858,399,Automatically preprocessed from Sensor Logger export.
Fall_Right_Polina8,Fall_Right_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\fall_right\polina\Fall_Right_Polina8.zip,fall,right,polina,8,yes,peak_centered_fall,5.0,5.091,13.091,8.0,8.091,20.911498,0.0623,19.2851,19.2228,961,399,Automatically preprocessed from Sensor Logger export.
Fall_Right_Polina9,Fall_Right_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\fall_right\polina\Fall_Right_Polina9.zip,fall,right,polina,9,yes,peak_centered_fall,5.0,6.8191,14.8191,8.0,9.8191,22.539612,0.0687,19.4706,19.4018,969,399,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas1,NFA_BendingDown_Lukas1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas1.zip,non_fall,bending_down,lukas,1,yes,middle_cut_non_fall,5.0,5.0476,15.8328,10.7852,,,0.0476,18.8328,18.7852,941,539,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas10,NFA_BendingDown_Lukas10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas10.zip,non_fall,bending_down,lukas,10,yes,middle_cut_non_fall,5.0,5.068,13.894,8.826,,,0.068,16.894,16.826,843,441,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas2,NFA_BendingDown_Lukas2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas2.zip,non_fall,bending_down,lukas,2,yes,middle_cut_non_fall,5.0,5.0661,14.053,8.9869,,,0.0661,17.053,16.9869,851,449,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas3,NFA_BendingDown_Lukas3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas3.zip,non_fall,bending_down,lukas,3,yes,middle_cut_non_fall,5.0,5.0649,16.569,11.5041,,,0.0649,19.569,19.5041,977,575,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas4,NFA_BendingDown_Lukas4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas4.zip,non_fall,bending_down,lukas,4,yes,middle_cut_non_fall,5.0,5.0623,15.5669,10.5046,,,0.0623,18.5669,18.5046,927,525,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas5,NFA_BendingDown_Lukas5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas5.zip,non_fall,bending_down,lukas,5,yes,middle_cut_non_fall,5.0,5.0637,18.2265,13.1628,,,0.0637,21.2265,21.1628,1060,658,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas6,NFA_BendingDown_Lukas6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas6.zip,non_fall,bending_down,lukas,6,yes,middle_cut_non_fall,5.0,5.0728,16.9166,11.8438,,,0.0728,19.9166,19.8438,994,592,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas7,NFA_BendingDown_Lukas7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas7.zip,non_fall,bending_down,lukas,7,yes,middle_cut_non_fall,5.0,5.0627,17.6655,12.6028,,,0.0627,20.6655,20.6028,1032,630,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas8,NFA_BendingDown_Lukas8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas8.zip,non_fall,bending_down,lukas,8,yes,middle_cut_non_fall,5.0,5.0606,18.6026,13.5421,,,0.0606,21.6026,21.5421,1079,677,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Lukas9,NFA_BendingDown_Lukas9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\lukas\NFA_BendingDown_Lukas9.zip,non_fall,bending_down,lukas,9,yes,middle_cut_non_fall,5.0,5.0606,19.5021,14.4415,,,0.0606,22.5021,22.4415,1124,722,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina1,NFA_BendingDown_Polina1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina1.zip,non_fall,bending_down,polina,1,yes,middle_cut_non_fall,5.0,5.091,15.5139,10.4229,,,0.091,18.5139,18.4229,1841,1041,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina10,NFA_BendingDown_Polina10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina10.zip,non_fall,bending_down,polina,10,yes,middle_cut_non_fall,5.0,5.0645,9.8831,4.8186,,,0.0645,12.8831,12.8186,1280,481,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina2,NFA_BendingDown_Polina2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina2.zip,non_fall,bending_down,polina,2,yes,middle_cut_non_fall,5.0,5.0565,15.6382,10.5817,,,0.0565,18.6382,18.5817,1855,1055,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina3,NFA_BendingDown_Polina3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina3.zip,non_fall,bending_down,polina,3,yes,middle_cut_non_fall,5.0,5.067,14.1219,9.0549,,,0.067,17.1219,17.0549,1701,902,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina4,NFA_BendingDown_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina4.zip,non_fall,bending_down,polina,4,yes,middle_cut_non_fall,5.0,5.0604,14.3044,9.244,,,0.0604,17.3044,17.244,1720,920,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina5,NFA_BendingDown_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina5.zip,non_fall,bending_down,polina,5,yes,middle_cut_non_fall,5.0,5.0594,12.0305,6.9712,,,0.0594,15.0305,14.9712,1493,694,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina6,NFA_BendingDown_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina6.zip,non_fall,bending_down,polina,6,yes,middle_cut_non_fall,5.0,5.0672,12.0359,6.9687,,,0.0672,15.0359,14.9687,1496,696,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina7,NFA_BendingDown_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina7.zip,non_fall,bending_down,polina,7,yes,middle_cut_non_fall,5.0,5.0645,12.2022,7.1377,,,0.0645,15.2022,15.1377,1512,712,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina8,NFA_BendingDown_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina8.zip,non_fall,bending_down,polina,8,yes,middle_cut_non_fall,5.0,5.0652,13.2142,8.149,,,0.0652,16.2142,16.149,1612,812,Automatically preprocessed from Sensor Logger export.
NFA_BendingDown_Polina9,NFA_BendingDown_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_bending_down\polina\NFA_BendingDown_Polina9.zip,non_fall,bending_down,polina,9,yes,middle_cut_non_fall,5.0,5.0656,12.6852,7.6196,,,0.0656,15.6852,15.6196,1561,761,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas1,NFA_FastSittingDown_Lukas1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas1.zip,non_fall,fast_sitting_down,lukas,1,yes,middle_cut_non_fall,5.0,5.0596,10.2882,5.2286,,,0.0596,13.2882,13.2286,663,261,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas10,NFA_FastSittingDown_Lukas10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas10.zip,non_fall,fast_sitting_down,lukas,10,yes,middle_cut_non_fall,5.0,5.0584,11.7859,6.7276,,,0.0584,14.7859,14.7276,738,336,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas2,NFA_FastSittingDown_Lukas2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas2.zip,non_fall,fast_sitting_down,lukas,2,yes,middle_cut_non_fall,5.0,5.0639,15.8875,10.8235,,,0.0639,18.8875,18.8235,943,541,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas3,NFA_FastSittingDown_Lukas3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas3.zip,non_fall,fast_sitting_down,lukas,3,yes,middle_cut_non_fall,5.0,5.0572,12.3238,7.2666,,,0.0572,15.3238,15.2666,765,363,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas4,NFA_FastSittingDown_Lukas4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas4.zip,non_fall,fast_sitting_down,lukas,4,yes,middle_cut_non_fall,5.0,5.0583,9.6673,4.6089,,,0.0583,12.6673,12.6089,632,230,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas5,NFA_FastSittingDown_Lukas5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas5.zip,non_fall,fast_sitting_down,lukas,5,yes,middle_cut_non_fall,5.0,5.0753,13.0014,7.9261,,,0.0753,16.0014,15.9261,798,396,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas6,NFA_FastSittingDown_Lukas6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas6.zip,non_fall,fast_sitting_down,lukas,6,yes,middle_cut_non_fall,5.0,5.066,12.8322,7.7661,,,0.066,15.8322,15.7661,790,388,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas7,NFA_FastSittingDown_Lukas7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas7.zip,non_fall,fast_sitting_down,lukas,7,yes,middle_cut_non_fall,5.0,5.0631,13.2689,8.2058,,,0.0631,16.2689,16.2058,812,410,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas8,NFA_FastSittingDown_Lukas8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas8.zip,non_fall,fast_sitting_down,lukas,8,yes,middle_cut_non_fall,5.0,5.0582,13.124,8.0659,,,0.0582,16.124,16.0659,805,403,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Lukas9,NFA_FastSittingDown_Lukas9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\lukas\NFA_FastSittingDown_Lukas9.zip,non_fall,fast_sitting_down,lukas,9,yes,middle_cut_non_fall,5.0,5.0687,13.8742,8.8055,,,0.0687,16.8742,16.8055,842,440,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina1,NFA_FastSittingDown_Polina1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina1.zip,non_fall,fast_sitting_down,polina,1,yes,middle_cut_non_fall,5.0,5.0675,20.1319,15.0644,,,0.0675,23.1319,23.0644,1151,751,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina10,NFA_FastSittingDown_Polina10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina10.zip,non_fall,fast_sitting_down,polina,10,yes,middle_cut_non_fall,5.0,5.0531,14.7764,9.7232,,,0.0531,17.7764,17.7232,886,486,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina2,NFA_FastSittingDown_Polina2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina2.zip,non_fall,fast_sitting_down,polina,2,yes,middle_cut_non_fall,5.0,5.0916,15.0153,9.9237,,,0.0916,18.0153,17.9237,896,496,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina3,NFA_FastSittingDown_Polina3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina3.zip,non_fall,fast_sitting_down,polina,3,yes,middle_cut_non_fall,5.0,5.0643,16.1494,11.0852,,,0.0643,19.1494,19.0852,954,554,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina4,NFA_FastSittingDown_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina4.zip,non_fall,fast_sitting_down,polina,4,yes,middle_cut_non_fall,5.0,5.0771,12.2922,7.2151,,,0.0771,15.2922,15.2151,759,359,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina5,NFA_FastSittingDown_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina5.zip,non_fall,fast_sitting_down,polina,5,yes,middle_cut_non_fall,5.0,5.0636,12.0861,7.0224,,,0.0636,15.0861,15.0224,750,350,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina6,NFA_FastSittingDown_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina6.zip,non_fall,fast_sitting_down,polina,6,yes,middle_cut_non_fall,5.0,5.0634,12.1821,7.1188,,,0.0634,15.1821,15.1188,755,355,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina7,NFA_FastSittingDown_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina7.zip,non_fall,fast_sitting_down,polina,7,yes,middle_cut_non_fall,5.0,5.0566,12.7535,7.697,,,0.0566,15.7535,15.697,785,385,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina8,NFA_FastSittingDown_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina8.zip,non_fall,fast_sitting_down,polina,8,yes,middle_cut_non_fall,5.0,5.0688,12.21,7.1412,,,0.0688,15.21,15.1412,757,357,Automatically preprocessed from Sensor Logger export.
NFA_FastSittingDown_Polina9,NFA_FastSittingDown_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_fast_sitting_down\polina\NFA_FastSittingDown_Polina9.zip,non_fall,fast_sitting_down,polina,9,yes,middle_cut_non_fall,5.0,5.0639,13.3841,8.3202,,,0.0639,16.3841,16.3202,816,416,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas1,NFA_LyingDown_Lukas1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas1.zip,non_fall,lying_down,lukas,1,yes,middle_cut_non_fall,5.0,5.0729,14.8191,9.7462,,,0.0729,17.8191,17.7462,889,487,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas10,NFA_LyingDown_Lukas10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas10.zip,non_fall,lying_down,lukas,10,yes,middle_cut_non_fall,5.0,5.0643,17.347,12.2827,,,0.0643,20.347,20.2827,1016,614,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas2,NFA_LyingDown_Lukas2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas2.zip,non_fall,lying_down,lukas,2,yes,middle_cut_non_fall,5.0,5.0607,18.8232,13.7625,,,0.0607,21.8232,21.7625,1090,688,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas3,NFA_LyingDown_Lukas3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas3.zip,non_fall,lying_down,lukas,3,yes,middle_cut_non_fall,5.0,5.0628,18.2058,13.143,,,0.0628,21.2058,21.143,1059,657,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas4,NFA_LyingDown_Lukas4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas4.zip,non_fall,lying_down,lukas,4,yes,middle_cut_non_fall,5.0,5.0574,23.0562,17.9988,,,0.0574,26.0562,25.9988,1302,900,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas5,NFA_LyingDown_Lukas5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas5.zip,non_fall,lying_down,lukas,5,yes,middle_cut_non_fall,5.0,5.0621,17.8048,12.7428,,,0.0621,20.8048,20.7428,1039,637,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas6,NFA_LyingDown_Lukas6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas6.zip,non_fall,lying_down,lukas,6,yes,middle_cut_non_fall,5.0,5.0562,15.8205,10.7643,,,0.0562,18.8205,18.7643,940,538,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas7,NFA_LyingDown_Lukas7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas7.zip,non_fall,lying_down,lukas,7,yes,middle_cut_non_fall,5.0,5.0654,19.7066,14.6412,,,0.0654,22.7066,22.6412,1134,732,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas8,NFA_LyingDown_Lukas8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas8.zip,non_fall,lying_down,lukas,8,yes,middle_cut_non_fall,5.0,5.0657,14.8106,9.745,,,0.0657,17.8106,17.745,889,487,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Lukas9,NFA_LyingDown_Lukas9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\lukas\NFA_LyingDown_Lukas9.zip,non_fall,lying_down,lukas,9,yes,middle_cut_non_fall,5.0,5.0638,19.4248,14.3609,,,0.0638,22.4248,22.3609,1120,718,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina1,NFA_LyingDown_Polina1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina1.zip,non_fall,lying_down,polina,1,yes,middle_cut_non_fall,5.0,5.0777,15.4663,10.3886,,,0.0777,18.4663,18.3886,919,519,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina10,NFA_LyingDown_Polina10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina10.zip,non_fall,lying_down,polina,10,yes,middle_cut_non_fall,5.0,5.0775,13.4388,8.3613,,,0.0775,16.4388,16.3613,818,418,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina2,NFA_LyingDown_Polina2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina2.zip,non_fall,lying_down,polina,2,yes,middle_cut_non_fall,5.0,5.0818,14.2421,9.1603,,,0.0818,17.2421,17.1603,857,457,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina3,NFA_LyingDown_Polina3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina3.zip,non_fall,lying_down,polina,3,yes,middle_cut_non_fall,5.0,5.079,16.0617,10.9827,,,0.079,19.0617,18.9827,948,548,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina4,NFA_LyingDown_Polina4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina4.zip,non_fall,lying_down,polina,4,yes,middle_cut_non_fall,5.0,5.0712,16.567,11.4958,,,0.0712,19.567,19.4958,974,574,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina5,NFA_LyingDown_Polina5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina5.zip,non_fall,lying_down,polina,5,yes,middle_cut_non_fall,5.0,5.0787,14.842,9.7634,,,0.0787,17.842,17.7634,888,488,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina6,NFA_LyingDown_Polina6.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina6.zip,non_fall,lying_down,polina,6,yes,middle_cut_non_fall,5.0,5.0796,12.9204,7.8408,,,0.0796,15.9204,15.8408,792,392,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina7,NFA_LyingDown_Polina7.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina7.zip,non_fall,lying_down,polina,7,yes,middle_cut_non_fall,5.0,5.08,15.0235,9.9435,,,0.08,18.0235,17.9435,897,497,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina8,NFA_LyingDown_Polina8.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina8.zip,non_fall,lying_down,polina,8,yes,middle_cut_non_fall,5.0,5.0627,15.1263,10.0636,,,0.0627,18.1263,18.0636,903,503,Automatically preprocessed from Sensor Logger export.
NFA_LyingDown_Polina9,NFA_LyingDown_Polina9.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_lying_down\polina\NFA_LyingDown_Polina9.zip,non_fall,lying_down,polina,9,yes,middle_cut_non_fall,5.0,5.0796,16.3448,11.2652,,,0.0796,19.3448,19.2652,963,563,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas1,NFA_StandingUp_Lukas1.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas1.zip,non_fall,standing_up,lukas,1,yes,middle_cut_non_fall,5.0,5.0409,21.3021,16.2612,,,0.0409,24.3021,24.2612,1215,813,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas10,NFA_StandingUp_Lukas10.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas10.zip,non_fall,standing_up,lukas,10,yes,middle_cut_non_fall,5.0,5.0642,12.9515,7.8873,,,0.0642,15.9515,15.8873,796,394,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas2,NFA_StandingUp_Lukas2.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas2.zip,non_fall,standing_up,lukas,2,yes,middle_cut_non_fall,5.0,5.0723,14.1388,9.0665,,,0.0723,17.1388,17.0665,855,453,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas3,NFA_StandingUp_Lukas3.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas3.zip,non_fall,standing_up,lukas,3,yes,middle_cut_non_fall,5.0,5.0631,17.9865,12.9233,,,0.0631,20.9865,20.9233,1048,646,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas4,NFA_StandingUp_Lukas4.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas4.zip,non_fall,standing_up,lukas,4,yes,middle_cut_non_fall,5.0,5.0692,17.213,12.1438,,,0.0692,20.213,20.1438,1009,607,Automatically preprocessed from Sensor Logger export.
NFA_StandingUp_Lukas5,NFA_StandingUp_Lukas5.zip,C:\Users\lukas\GitHub\ML_Fall_Detection\data\raw\non_fall\nfa_standing_up\lukas\NFA_StandingUp_Lukas5.zip,non_fall,standing_up,lukas,5,yes,middle_cut_non_fall,5.0,5.0582,19.0604,14.0022,,,0.0582,22.0604,22.0022,1102,700,Automatically preprocessed from Sensor Logger export.
